parcelle,jannat
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0179,"1965"
930010000AP0144,"1952"
930010000AP0145,"1923"
930010000AP0147,"1930"
930010000AP0148,"1918"
930010000AP0151,"1910"
930010000AP0152,"1925"
930010000AP0153,"1910"
930010000AP0154,"1934"
930010000AP0157,"1920"
930010000AP0157,"1920"
930010000AP0157,"1920"
930010000AP0157,"1920"
930010000AP0158,"1925"
930010000AP0160,"1962"
930010000AP0161,"1913"
930010000AP0162,"1930"
930010000AP0163,"1920"
930010000AP0164,"1964"
930010000AP0165,"1970"
930010000AP0166,"1925"
930010000AP0167,"1920"
930010000AP0168,"1971"
930010000AP0169,"1972"
930010000AP0173,"1920"
930010000AQ0016,"1971"
930010000AQ0017,"1932"
930010000AQ0018,"1935"
930010000AQ0020,"1935"
930010000AQ0021,"1921"
930010000AQ0024,"1934"
930010000AQ0249,"1926"
930010000AQ0028,"1914"
930010000AQ0030,"1900"
930010000AQ0031,"1927"
930010000AQ0032,"1930"
930010000AQ0033,"1931"
930010000AQ0034,"1931"
930010000AQ0037,"1932"
930010000AQ0039,"1930"
930010000AQ0040,"1965"
930010000AQ0043,"1924"
930010000AQ0044,"1925"
930010000AQ0045,"1928"
930010000AQ0047,"1900"
930010000AQ0048,"1930"
930010000AQ0049,"1930"
930010000AQ0050,"1934"
930010000AQ0051,"1930"
930010000AQ0052,"1928"
930010000AQ0053,"1964"
930010000AQ0054,"1920"
930010000AQ0057,"1925"
930010000AQ0235,"1920"
930010000AQ0059,"1918"
930010000AQ0060,"1925"
930010000AQ0062,"1928"
930010000AQ0063,"1925"
930010000AQ0297,"1900"
930010000AQ0066,"1924"
930010000AQ0069,"1930"
930010000AQ0070,"1928"
930010000AQ0071,"1925"
930010000AQ0236,"1926"
930010000AQ0074,"1975"
930010000AQ0075,"1952"
930010000AQ0076,"1925"
930010000AQ0077,"1933"
930010000AQ0078,"1928"
930010000AQ0080,"1925"
930010000AQ0081,"1923"
930010000AQ0083,"1978"
930010000AQ0085,"1927"
930010000AQ0087,"1927"
930010000AQ0088,"1913"
930010000AQ0089,"1961"
930010000AQ0089,"1961"
930010000AQ0090,"1920"
930010000AQ0091,"1932"
930010000AQ0294,"1921"
930010000AQ0293,"1921"
930010000AQ0094,"1929"
930010000AQ0095,"1926"
930010000AQ0098,"1923"
930010000AQ0099,"1921"
930010000AQ0100,"1919"
930010000AQ0101,"1228"
930010000AQ0102,"1927"
930010000AQ0103,"1910"
930010000AQ0103,"1910"
930010000AQ0103,"0000"
930010000AQ0104,"1913"
930010000AQ0105,"1923"
930010000AQ0106,"1912"
930010000AQ0107,"1914"
930010000AQ0109,"1929"
930010000AQ0110,"1905"
930010000AQ0111,"1880"
930010000AQ0112,"1930"
930010000AQ0113,"1930"
930010000AQ0114,"1933"
930010000AQ0114,"1900"
930010000AQ0115,"1927"
930010000AQ0116,"1914"
930010000AQ0117,"1930"
930010000AQ0118,"1900"
930010000AQ0119,"1933"
930010000AQ0119,"1907"
930010000AQ0120,"1910"
930010000AQ0123,"1910"
930010000AQ0124,"1923"
930010000AQ0126,"1926"
930010000AQ0127,"1928"
930010000AQ0128,"1935"
930010000AQ0129,"1922"
930010000AQ0131,"1981"
930010000AQ0131,"1981"
930010000AQ0131,"1981"
930010000AQ0133,"1910"
930010000AQ0134,"1958"
930010000AQ0136,"1910"
930010000AQ0138,"1914"
930010000AQ0138,"1914"
930010000AQ0138,"1914"
930010000AQ0138,"1914"
930010000AQ0138,"1914"
930010000AQ0138,"1914"
930010000AQ0139,"1910"
930010000AQ0141,"1920"
930010000AQ0141,"1920"
930010000AQ0141,"1920"
930010000AQ0141,"1920"
930010000AQ0144,"1890"
930010000AQ0145,"1954"
930010000AQ0146,"1909"
930010000AQ0147,"1906"
930010000AQ0148,"1910"
930010000AQ0323,"1905"
930010000AQ0152,"1937"
930010000AQ0155,"1908"
930010000AQ0155,"1908"
930010000AQ0156,"1904"
930010000AQ0157,"1905"
930010000AQ0159,"1912"
930010000AQ0160,"1915"
930010000AQ0161,"1910"
930010000AQ0162,"1901"
930010000AQ0165,"1920"
930010000AQ0165,"1920"
930010000AQ0165,"1920"
930010000AQ0165,"1920"
930010000AQ0165,"1920"
930010000AQ0167,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0262,"1920"
930010000AQ0262,"1920"
930010000AQ0173,"1930"
930010000AQ0174,"1906"
930010000AQ0175,"1967"
930010000AQ0176,"1900"
930010000AQ0177,"1910"
930010000AQ0177,"1910"
930010000AQ0178,"1948"
930010000AQ0178,"1948"
930010000AQ0178,"1948"
930010000AQ0178,"1948"
930010000AQ0178,"1948"
930010000AQ0178,"1948"
930010000AQ0178,"1948"
930010000AQ0261,"1905"
930010000AQ0181,"1930"
930010000AQ0240,"1914"
930010000AQ0183,"1930"
930010000AQ0184,"1920"
930010000AQ0185,"1924"
930010000AQ0188,"1928"
930010000AQ0190,"1923"
930010000AQ0191,"1930"
930010000AQ0192,"1925"
930010000AQ0194,"1928"
930010000AQ0195,"1930"
930010000AQ0196,"1953"
930010000AQ0197,"1936"
930010000AQ0199,"1914"
930010000AQ0200,"1970"
930010000AQ0201,"1969"
930010000AQ0202,"1925"
930010000AQ0204,"1922"
930010000AQ0205,"1914"
930010000AQ0206,"1924"
930010000AQ0207,"1924"
930010000AQ0208,"1920"
930010000AQ0209,"1920"
930010000AQ0215,"0000"
930010000AQ0216,"1955"
930010000AQ0217,"1952"
930010000AQ0221,"1914"
930010000AQ0221,"1914"
930010000AQ0222,"1928"
930010000AQ0224,"1910"
930010000AQ0225,"1970"
930010000AQ0225,"1970"
930010000AQ0225,"1970"
930010000AQ0226,"1913"
930010000AQ0227,"1978"
930010000AQ0230,"1925"
930010000AQ0231,"1980"
930010000AR0002,"1900"
930010000AR0003,"1964"
930010000AR0004,"1932"
930010000AR0005,"1931"
930010000AR0006,"1910"
930010000AR0007,"1912"
930010000AR0008,"1890"
930010000AR0009,"1909"
930010000AR0010,"1930"
930010000AR0011,"1930"
930010000AR0012,"1925"
930010000AR0013,"1930"
930010000AR0014,"1930"
930010000AR0014,"1930"
930010000AR0014,"1930"
930010000AR0015,"1958"
930010000AR0015,"1930"
930010000AR0017,"1936"
930010000AR0019,"1910"
930010000AR0020,"1900"
930010000AR0020,"1900"
930010000AR0026,"1954"
930010000AR0029,"1959"
930010000AQ0029,"1925"
930010000AR0032,"1964"
930010000AR0033,"1910"
930010000AQ0056,"1936"
930010000AQ0166,"1928"
930010000AS0001,"1912"
930010000AS0002,"1880"
930010000AS0003,"1890"
930010000AS0004,"1900"
930010000AS0006,"1900"
930010000AS0009,"1896"
930010000AS0009,"0000"
930010000AS0010,"1900"
930010000AS0011,"1977"
930010000AS0013,"1920"
930010000AS0015,"1870"
930010000AS0016,"1890"
930010000AS0017,"1890"
930010000AS0018,"1900"
930010000AS0019,"1910"
930010000AS0202,"1932"
930010000AS0021,"1898"
930010000AS0022,"1899"
930010000AS0023,"1902"
930010000AS0024,"1904"
930010000AS0025,"1890"
930010000AS0025,"1890"
930010000AS0027,"1900"
930010000AS0027,"1900"
930010000AS0027,"1900"
930010000AS0027,"1900"
930010000AS0027,"1900"
930010000AS0204,"1897"
930010000AS0205,"1897"
930010000AS0183,"1910"
930010000AS0031,"1930"
930010000AS0031,"1930"
930010000AS0031,"1930"
930010000AS0033,"1910"
930010000AS0034,"1900"
930010000AS0034,"1900"
930010000AS0036,"1898"
930010000AS0037,"1899"
930010000AS0039,"1900"
930010000AS0039,"1900"
930010000AS0039,"1900"
930010000AS0039,"1900"
930010000AS0040,"1914"
930010000AS0040,"0000"
930010000AS0041,"1906"
930010000AS0042,"1905"
930010000AS0043,"1928"
930010000AS0044,"1934"
930010000AS0045,"1932"
930010000AS0047,"1933"
930010000AS0051,"1890"
930010000AS0052,"1897"
930010000AS0053,"1910"
930010000AS0055,"1957"
930010000AS0056,"1910"
930010000AS0058,"1900"
930010000AS0059,"1930"
930010000AS0060,"1910"
930010000AS0207,"1923"
930010000AS0063,"1910"
930010000AS0065,"1932"
930010000AS0065,"1932"
930010000AS0065,"1932"
930010000AS0065,"1932"
930010000AS0065,"1932"
930010000AS0065,"1932"
930010000AS0065,"1932"
930010000AS0065,"1932"
930010000AS0065,"1932"
930010000AS0065,"1932"
930010000AS0065,"1932"
930010000AS0066,"1924"
930010000AS0067,"1925"
930010000AS0068,"1910"
930010000AS0069,"1900"
930010000AS0070,"1912"
930010000AS0073,"1910"
930010000AS0074,"1908"
930010000AS0075,"1930"
930010000AS0076,"1910"
930010000AS0077,"1914"
930010000AS0078,"1900"
930010000AS0079,"1900"
930010000AS0081,"1906"
930010000AS0084,"1920"
930010000AS0184,"1962"
930010000AS0086,"1926"
930010000AS0087,"1900"
930010000AS0089,"1927"
930010000AS0090,"1924"
930010000AS0092,"1936"
930010000AS0188,"1951"
930010000AS0095,"1920"
930010000AS0096,"1924"
930010000AS0097,"1931"
930010000AS0098,"1929"
930010000AS0098,"1929"
930010000AS0101,"1962"
930010000AS0102,"1900"
930010000AS0103,"1962"
930010000AS0185,"1910"
930010000AS0185,"1910"
930010000AS0185,"1910"
930010000AS0107,"1897"
930010000AS0108,"1910"
930010000AS0109,"1902"
930010000AS0110,"1934"
930010000AS0111,"1930"
930010000AS0012,"1910"
930010000AS0199,"1927"
930010000AS0114,"1933"
930010000AS0115,"1953"
930010000AS0216,"1911"
930010000AS0117,"1930"
930010000AS0118,"1920"
930010000AS0120,"1958"
930010000AS0121,"1959"
930010000AS0122,"1931"
930010000AS0123,"1953"
930010000AS0124,"1930"
930010000AS0125,"1926"
930010000AS0125,"1926"
930010000AS0125,"1926"
930010000AS0126,"1929"
930010000AS0187,"1911"
930010000AS0214,"1925"
930010000AS0129,"1934"
930010000AS0129,"1934"
930010000AS0129,"1934"
930010000AS0129,"1934"
930010000AS0130,"1930"
930010000AS0130,"1930"
930010000AS0130,"1930"
930010000AS0130,"1930"
930010000AS0130,"1930"
930010000AS0131,"1920"
930010000AS0131,"1920"
930010000AS0132,"1971"
930010000AS0133,"1912"
930010000AS0192,"1920"
930010000AS0194,"1940"
930010000AS0138,"1956"
930010000AS0141,"1927"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0145,"1982"
930010000AS0146,"1913"
930010000AS0146,"1913"
930010000AS0148,"1931"
930010000AS0149,"1905"
930010000AS0150,"1952"
930010000AS0151,"1926"
930010000AS0152,"1910"
930010000AS0153,"1908"
930010000AS0156,"1910"
930010000AS0157,"1920"
930010000AS0158,"1910"
930010000AS0159,"1912"
930010000AS0159,"1959"
930010000AS0160,"1910"
930010000AS0161,"1912"
930010000AS0162,"1908"
930010000AS0162,"1963"
930010000AS0164,"1930"
930010000AS0166,"1913"
930010000AS0166,"1913"
930010000AS0166,"1913"
930010000AS0166,"1913"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0167,"1964"
930010000AS0169,"1890"
930010000AS0175,"1900"
930010000AS0176,"1926"
930010000AS0210,"1910"
930010000AT0016,"1830"
930010000AT0016,"1830"
930010000AT0017,"1949"
930010000AT0018,"1923"
930010000AT0019,"1925"
930010000AT0021,"1924"
930010000AT0022,"1925"
930010000AT0030,"1926"
930010000AT0031,"1933"
930010000AT0032,"1930"
930010000AT0033,"1936"
930010000AT0034,"1926"
930010000AT0035,"1926"
930010000AT0036,"1928"
930010000AT0037,"1958"
930010000AT0038,"1927"
930010000AT0044,"1890"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0046,"1974"
930010000AT0047,"1935"
930010000AT0047,"1935"
930010000AT0047,"1935"
930010000AT0047,"1935"
930010000AT0047,"1935"
930010000AT0047,"1935"
930010000AT0047,"1935"
930010000AT0047,"1935"
930010000AT0047,"1935"
930010000AT0047,"1935"
930010000AT0047,"1935"
930010000AT0048,"1930"
930010000AT0046,"0000"
930010000AT0046,"0000"
930010000AT0046,"0000"
930010000AT0046,"0000"
930010000AT0046,"0000"
930010000AT0046,"0000"
930010000AT0046,"0000"
930010000AT0049,"1925"
930010000AT0050,"1927"
930010000AT0052,"1930"
930010000AT0052,"1930"
930010000AT0052,"1930"
930010000AT0052,"1930"
930010000AT0052,"1930"
930010000AT0052,"1930"
930010000AT0052,"1930"
930010000AT0052,"1930"
930010000AT0053,"1926"
930010000AT0054,"1910"
930010000AT0055,"1925"
930010000AT0056,"1925"
930010000AT0057,"1927"
930010000AT0058,"1925"
930010000AT0059,"1898"
930010000AT0060,"1903"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0066,"1954"
930010000AT0073,"1900"
930010000AT0073,"1900"
930010000AT0073,"1900"
930010000AT0075,"1910"
930010000AT0075,"1910"
930010000AT0075,"1910"
930010000AT0076,"1910"
930010000AT0077,"1910"
930010000AT0080,"1961"
930010000AT0080,"1961"
930010000AT0080,"1961"
930010000AT0081,"1900"
930010000AT0082,"1910"
930010000AT0083,"1905"
930010000AT0218,"1896"
930010000AT0218,"1896"
930010000AT0087,"1905"
930010000AT0087,"1905"
930010000AT0087,"1905"
930010000AT0087,"1905"
930010000AT0088,"1902"
930010000AT0088,"1902"
930010000AT0088,"1902"
930010000AT0090,"1913"
930010000AT0091,"1913"
930010000AT0091,"1913"
930010000AT0091,"1913"
930010000AT0091,"1913"
930010000AT0091,"1913"
930010000AT0091,"1913"
930010000AT0091,"1913"
930010000AT0091,"1913"
930010000AT0091,"1913"
930010000AT0091,"1913"
930010000AT0091,"1913"
930010000AT0091,"1913"
930010000AT0091,"1913"
930010000AT0091,"1913"
930010000AT0091,"1913"
930010000AT0198,"1870"
930010000AT0096,"1908"
930010000AT0219,"1870"
930010000AT0100,"1930"
930010000AT0100,"1930"
930010000AT0100,"1930"
930010000AT0100,"1930"
930010000AT0100,"1930"
930010000AT0100,"1930"
930010000AT0100,"1930"
930010000AT0100,"1930"
930010000AT0101,"1870"
930010000AT0102,"1870"
930010000AT0104,"1920"
930010000AT0105,"1880"
930010000AT0106,"1890"
930010000AT0107,"1890"
930010000AT0108,"1890"
930010000AT0109,"1920"
930010000AT0110,"1890"
930010000AT0113,"1885"
930010000AT0114,"1910"
930010000AT0115,"1887"
930010000AT0197,"1900"
930010000AT0119,"0000"
930010000AT0120,"1920"
930010000AT0121,"1920"
930010000AT0122,"1900"
930010000AT0123,"1960"
930010000AT0123,"0000"
930010000AT0123,"1882"
930010000AT0124,"1900"
930010000AT0125,"1919"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0195,"1976"
930010000AT0132,"1910"
930010000AT0132,"1910"
930010000AT0132,"1910"
930010000AT0132,"1910"
930010000AT0132,"1910"
930010000AT0132,"1910"
930010000AT0132,"1910"
930010000AT0132,"1910"
930010000AT0132,"1910"
930010000AT0132,"1910"
930010000AT0133,"1898"
930010000AT0134,"1929"
930010000AT0135,"1875"
930010000AT0135,"1875"
930010000AT0135,"1875"
930010000AT0136,"1895"
930010000AT0137,"1893"
930010000AT0138,"1897"
930010000AT0139,"1920"
930010000AT0140,"1900"
930010000AT0141,"1890"
930010000AT0142,"1910"
930010000AT0143,"1900"
930010000AT0145,"1910"
930010000AT0152,"1965"
930010000AT0159,"1975"
930010000AT0161,"1952"
930010000AT0161,"1952"
930010000AT0163,"1930"
930010000AT0169,"1920"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0196,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0196,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
930010000AT0185,"1960"
