parcelle,jannat
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000V0139,"2010"
9300100000F0065,"2010"
9300100000A0405,"2002"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000M0072,"1920"
"9300100000D0119","2010"
"9300100000D0119","2010"
"9300100000D0119","2010"
"9300100000D0119","2010"
930010000AT0221,"1880"
930010000AS0154,"1930"
9300100000A0301,"2010"
9300100000U0088,"2011"
9300100000X0014,"2011"
9300100000B0271,"2011"
9300100000B0271,"2011"
9300100000J0092,"2011"
930010000AT0185,"1960"
930010000AU0083,"1910"
930010000AE0121,"1962"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
9300100000J0303,"2011"
930010000AD0106,"1913"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000AN0067,"2011"
930010000BG0121,"2011"
930010000BG0121,"2011"
930010000BG0121,"2011"
930010000BG0121,"2011"
930010000BG0121,"2011"
930010000BG0121,"2011"
930010000BG0121,"2011"
930010000BG0121,"2011"
930010000AH0142,"1928"
9300100000S0204,"2010"
930010000AP0140,"2011"
9300100000J0054,"2010"
9300100000J0054,"2010"
930010000AQ0137,"1930"
930010000AS0163,"1910"
930010000AS0082,"1904"
930010000AE0012,"2012"
930010000AE0012,"2012"
930010000AE0012,"2012"
930010000AE0012,"2012"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
930010000AE0012,"2011"
9300100000J0236,"1993"
930010000AT0020,"2007"
930010000AT0020,"2007"
930010000AT0020,"2007"
930010000AT0020,"2007"
930010000AT0020,"2007"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
930010000AQ0169,"1913"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
9300100000P0203,"2011"
930010000AN0062,"1990"
930010000AN0062,"1995"
930010000AH0141,"2011"
930010000AH0141,"2011"
930010000AH0141,"2011"
930010000AH0141,"2011"
930010000AH0141,"2011"
930010000AH0141,"2011"
930010000AH0141,"2011"
930010000AH0141,"2011"
9300100000C0156,"1997"
9300100000C0027,"2011"
930010000AS0185,"1910"
930010000AS0185,"2011"
930010000AS0185,"2010"
930010000BF0169,"2011"
930010000AG0322,"2011"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0359,"1964"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
9300100000B0323,"1962"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AE0012,"2011"
930010000AE0012,"2012"
930010000AE0012,"2012"
930010000AE0012,"2011"
930010000AE0012,"2012"
9300100000A0016,"2011"
930010000AK0167,"2011"
930010000BF0249,"2011"
930010000AQ0165,"1920"
930010000AD0082,"1928"
930010000AX0173,"1977"
930010000AX0173,"1977"
9300100000A0312,"1994"
9300100000A0312,"1994"
9300100000A0312,"1994"
9300100000A0312,"1994"
9300100000A0312,"1994"
9300100000A0312,"1994"
9300100000A0312,"1994"
9300100000A0312,"1994"
9300100000A0312,"1994"
9300100000A0312,"1994"
9300100000P0086,"1990"
9300100000R0030,"2007"
9300100000R0030,"2007"
9300100000A0129,"1973"
9300100000A0129,"1973"
9300100000P0086,"1990"
9300100000G0162,"2008"
9300100000G0162,"2008"
9300100000G0162,"2008"
930010000AN0234,"1937"
930010000AL0041,"2003"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000AV0229,"2011"
930010000BF0009,"1950"
930010000AY0088,"2010"
9300100000U0186,"2012"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
930010000AB0109,"2011"
9300100000O0058,"2010"
9300100000O0065,"1930"
930010000AD0002,"1965"
9300100000U0078,"2012"
9300100000U0078,"2012"
9300100000U0078,"2012"
9300100000U0078,"2012"
9300100000U0078,"2012"
9300100000C0162,"2010"
9300100000C0162,"2010"
9300100000C0162,"2010"
930010000AK0018,"1991"
930010000AT0189,"2012"
930010000AD0152,"2012"
9300100000U0188,"2012"
9300100000L0069,"2012"
930010000AZ0048,"2011"
930010000AZ0048,"2011"
930010000AQ0298,"2012"
930010000AG0078,"2012"
930010000AQ0234,"2012"
"9300100000D0192","2012"
"9300100000D0193","2012"
"9300100000D0194","2012"
"9300100000D0195","2012"
"9300100000D0196","2012"
"9300100000D0197","2012"
"9300100000D0198","2012"
"9300100000D0199","2012"
"9300100000D0200","2012"
"9300100000D0201","2012"
"9300100000D0202","2012"
"9300100000D0203","2012"
"9300100000D0204","2012"
"9300100000D0205","2012"
"9300100000D0206","2012"
"9300100000D0207","2012"
930010000BD0126,"2002"
930010000BD0126,"2002"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
"9300100000D0218","1961"
930010000AI0143,"2010"
"9300100000D0151","1970"
9300100000B0288,"2011"
930010000AV0128,"1971"
930010000AZ0255,"2012"
930010000AZ0255,"2012"
930010000AO0211,"1920"
930010000BF0250,"2012"
930010000AB0090,"2012"
930010000AB0090,"2012"
930010000AB0090,"2012"
930010000AB0090,"2012"
930010000AB0090,"2012"
930010000AO0264,"2012"
930010000AV0112,"2012"
9300100000B0377,"2012"
9300100000Q0025,"1980"
9300100000Q0025,"1980"
9300100000B0300,"1985"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000B0377,"2012"
9300100000A0167,"2012"
9300100000A0101,"2012"
9300100000U0197,"2012"
930010000AV0209,"1966"
930010000AB0090,"2012"
930010000AB0090,"2012"
930010000AB0090,"2012"
930010000AP0100,"2012"
9300100000V0037,"2012"
9300100000X0100,"1926"
9300100000T0097,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000R0141,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000C0189,"2012"
9300100000Y0082,"1914"
9300100000Y0082,"1914"
9300100000F0161,"1996"
9300100000F0161,"1996"
9300100000F0161,"1996"
9300100000T0097,"2012"
9300100000M0005,"2012"
930010000AT0202,"1992"
930010000AT0202,"1992"
930010000AD0056,"2012"
930010000AD0056,"2012"
930010000AD0056,"2012"
930010000AD0056,"2012"
930010000AD0056,"2012"
930010000AD0056,"2012"
930010000AD0090,"1952"
9300100000G0092,"1986"
9300100000R0045,"2013"
9300100000R0045,"2013"
9300100000R0045,"2013"
930010000AQ0019,"2013"
930010000AV0226,"2013"
9300100000S0071,"2013"
930010000AE0012,"2012"
930010000AE0012,"2012"
930010000AE0012,"2012"
930010000AT0088,"1902"
9300100000J0236,"1993"
930010000AT0088,"2013"
930010000AT0088,"2013"
930010000AT0088,"2013"
930010000AT0088,"2013"
930010000AT0088,"2013"
930010000AT0088,"2013"
9300100000G0024,"2004"
9300100000A0037,"2013"
930010000BF0032,"2012"
930010000BF0032,"2012"
9300100000S0106,"2013"
930010000AN0009,"2013"
930010000AK0168,"2012"
930010000AB0123,"0000"
9300100000B0251,"0000"
930010000BD0129,"1990"
930010000BE0191,"0000"
930010000AZ0231,"0000"
930010000AQ0247,"0000"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000P0168,"2013"
9300100000B0323,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0323,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
9300100000B0325,"2013"
9300100000B0323,"2013"
9300100000B0325,"2013"
